Printing Modifier Definitions:
Tag: ai_require_cb_for_war, Categories: Country, , All, 
Tag: local_tribesmen_assimilation_blocked, Categories: Location, , All, 
Tag: building_upkeep_efficiency, Categories: Country, , All, 
Tag: building_upkeep_multiplier, Categories: Country, , All, 
Tag: legislative_efficiency, Categories: Country, , All, 
Tag: local_bubonic_plague_impact_modifier, Categories: Location, , All, 
Tag: local_smallpox_impact_modifier, Categories: Location, , All, 
Tag: local_typhus_impact_modifier, Categories: Location, , All, 
Tag: local_influenza_impact_modifier, Categories: Location, , All, 
Tag: local_measles_impact_modifier, Categories: Location, , All, 
Tag: local_great_pestilence_impact_modifier, Categories: Location, , All, 
Tag: local_malaria_impact_modifier, Categories: Location, , All, 
Tag: national_bubonic_plague_resistance_modifier, Categories: Country, , All, 
Tag: national_smallpox_resistance_modifier, Categories: Country, , All, 
Tag: national_typhus_resistance_modifier, Categories: Country, , All, 
Tag: national_influenza_resistance_modifier, Categories: Country, , All, 
Tag: national_measles_resistance_modifier, Categories: Country, , All, 
Tag: national_great_pestilence_resistance_modifier, Categories: Country, , All, 
Tag: national_malaria_resistance_modifier, Categories: Country, , All, 
Tag: local_bubonic_plague_resistance_modifier, Categories: Location, , All, 
Tag: local_smallpox_resistance_modifier, Categories: Location, , All, 
Tag: local_typhus_resistance_modifier, Categories: Location, , All, 
Tag: local_influenza_resistance_modifier, Categories: Location, , All, 
Tag: local_measles_resistance_modifier, Categories: Location, , All, 
Tag: local_great_pestilence_resistance_modifier, Categories: Location, , All, 
Tag: local_malaria_resistance_modifier, Categories: Location, , All, 
Tag: national_bubonic_plague_growth_modifier, Categories: Country, , All, 
Tag: national_smallpox_growth_modifier, Categories: Country, , All, 
Tag: national_typhus_growth_modifier, Categories: Country, , All, 
Tag: national_influenza_growth_modifier, Categories: Country, , All, 
Tag: national_measles_growth_modifier, Categories: Country, , All, 
Tag: national_great_pestilence_growth_modifier, Categories: Country, , All, 
Tag: national_malaria_growth_modifier, Categories: Country, , All, 
Tag: local_bubonic_plague_growth_modifier, Categories: Location, , All, 
Tag: local_smallpox_growth_modifier, Categories: Location, , All, 
Tag: local_typhus_growth_modifier, Categories: Location, , All, 
Tag: local_influenza_growth_modifier, Categories: Location, , All, 
Tag: local_measles_growth_modifier, Categories: Location, , All, 
Tag: local_great_pestilence_growth_modifier, Categories: Location, , All, 
Tag: local_malaria_growth_modifier, Categories: Location, , All, 
Tag: female_spouses, Categories: Country, , All, 
Tag: male_spouses, Categories: Country, , All, 
Tag: parliament_abolished, Categories: Country, , All, 
Tag: ruler_name_in_court_language, Categories: Country, , All, 
Tag: enable_doom, Categories: Country, , All, 
Tag: ignore_doom, Categories: Country, , All, 
Tag: has_parliament_seat, Categories: Location, , All, 
Tag: parliament_duration_modifier, Categories: Country, , All, 
Tag: organization_parliament_duration_modifier, Categories: InternationalOrganization, , All, 
Tag: has_a_parliamentary_system, Categories: Country, , All, 
Tag: has_international_parliament, Categories: InternationalOrganization, , All, 
Tag: uses_parliament_for_law_votes, Categories: InternationalOrganization, , All, 
Tag: can_reassign_cleric, Categories: Country, , All, 
Tag: no_beards, Categories: Country, , All, 
Tag: can_call_rural_parliaments, Categories: Country, , All, 
Tag: parliament_base_support, Categories: Country, , All, 
Tag: university_construction_blocked, Categories: Country, , All, 
Tag: can_create_anti_piracy_cb, Categories: Country, , All, 
Tag: can_be_target_of_anti_piracy_cb, Categories: Country, , All, 
Tag: can_be_member_of_a_high_kingship, Categories: Country, , All, 
Tag: demand_church_tax_price_cost_modifier, Categories: Country, , All, 
Tag: request_aid_price_cost_modifier, Categories: Country, , All, 
Tag: profess_trust_price_cost_modifier, Categories: Country, , All, 
Tag: has_panaqas, Categories: Country, , All, 
Tag: can_use_nustas_marriages, Categories: Country, , All, 
Tag: can_use_aclla_distribution, Categories: Country, , All, 
Tag: estate_power_from_cabinet, Categories: Country, , All, 
Tag: estate_power_from_command, Categories: Country, , All, 
Tag: buy_military_access_cost_modifier, Categories: Country, , All, 
Tag: buy_fleet_basing_rights_cost_modifier, Categories: Country, , All, 
Tag: force_allow_as_leader, Categories: Character, , All, 
Tag: maximum_religious_influence, Categories: Country, , All, 
Tag: manpower_to_building_owner, Categories: Location, , All, 
Tag: sailors_to_building_owner, Categories: Location, , All, 
Tag: gold_to_building_owner, Categories: Location, , All, 
Tag: scaled_gold_to_building_owner, Categories: Location, , All, 
Tag: monthly_loan_capacity_investment, Categories: Country, , All, 
Tag: total_loan_capacity_modifier, Categories: Country, , All, 
Tag: hire_for_cabinet_efficiency, Categories: Character, , All, 
Tag: blocks_vision_from_land, Categories: Location, , All, 
Tag: blocks_vision_from_sea, Categories: Location, , All, 
Tag: blocks_country_formation, Categories: Country, , All, 
Tag: local_upper_class_capacity_modifier, Categories: Location, , All, 
Tag: global_upper_class_capacity_modifier, Categories: Country, , All, 
Tag: target_of_military_sponsorships, Categories: Country, , All, 
Tag: is_praefecta, Categories: Character, , All, 
Tag: is_appointed_as_heir, Categories: Character, , All, 
Tag: papal_relations, Categories: Country, , All, 
Tag: blocked_from_creating_subjects, Categories: Country, , All, 
Tag: coalition_strength_tolerance, Categories: Country, , All, 
Tag: trade_isolation, Categories: Country, , All, 
Tag: allowed_to_become_shogun, Categories: Character, , All, 
Tag: favoring_buddhism, Categories: Country, , All, 
Tag: n_panokseon_build_cost_modifier, Categories: Country, , All, 
Tag: n_panokseon_reinforce_cost_modifier, Categories: Country, , All, 
Tag: n_panokseon_maintenance_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_build_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_reinforce_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainers_maintenance_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_build_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_reinforce_cost_modifier, Categories: Country, , All, 
Tag: a_clan_retainer_cavalry_maintenance_cost_modifier, Categories: Country, , All, 
Tag: has_ashta_pradham_council_policies, Categories: Country, , All, 
Tag: can_send_royal_inspectors, Categories: Country, , All, 
Tag: blocked_from_being_ruler, Categories: Character, , All, 
Tag: blocked_from_character_interactions, Categories: Character, , All, 
Tag: can_execute_characters, Categories: Country, , All, 
Tag: can_banish_characters, Categories: Country, , All, 
Tag: can_marry_only_overlord_dynasty_characters, Categories: Country, , All, 
Tag: forbid_marrying_lowborn, Categories: Country, , All, 
Tag: block_marrying_lowborn, Categories: Character, , All, 
Tag: ruler_must_be_commander_during_war, Categories: Country, , All, 
Tag: character_overthrew_high_king, Categories: Character, , All, 
Tag: character_blocked_from_high_kingship, Categories: Character, , All, 
Tag: shameless_privateering_modifier, Categories: Country, , All, 
Tag: sheikh_ul_islam_modifier, Categories: Character, , All, 
Tag: peace_offer_fairness, Categories: Country, , All, 
Tag: peace_offer_negotiation_power, Categories: Country, , All, 
Tag: language_change_threshold_modifier, Categories: Country, , All, 
Tag: monthly_imperial_authority, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , Dynasty, , Movement, , All, 
Tag: imperial_authority_modifier, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , Dynasty, , Movement, , All, 
Tag: allow_self_vote, Categories: InternationalOrganization, , All, 
Tag: is_hre_elector, Categories: Country, , All, 
Tag: can_revoke_electorship, Categories: Country, , All, 
Tag: is_excluded_from_electorship, Categories: Country, , All, 
Tag: reasons_to_elect, Categories: Country, , All, 
Tag: reasons_to_vote, Categories: Country, , All, 
Tag: allow_landfriede, Categories: Country, , All, 
Tag: landfriede_flat_cost, Categories: Country, , All, 
Tag: landfriede_cooldown, Categories: Country, , All, 
Tag: allow_overrule_imperial_diet, Categories: InternationalOrganization, , All, 
Tag: monthly_papal_authority, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , Dynasty, , Movement, , All, 
Tag: papal_authority_modifier, Categories: None, , Location, , Country, , Unit, , Character, , Religion, , Mercenary, , Province, , InternationalOrganization, , Rebel, , Dynasty, , Movement, , All, 
Tag: can_ignore_papal_bulls, Categories: Country, , All, 
Tag: is_pope, Categories: Country, , All, 
Tag: blocked_from_conversion, Categories: Country, , All, 
Tag: papacy_blocked, Categories: Religion, , All, 
Tag: excommunication_price_cost_modifier, Categories: Country, , All, 
Tag: catholic_country_interaction_cost_modifier, Categories: Country, , All, 
Tag: request_divorce_price_cost_modifier, Categories: Country, , All, 
Tag: middle_kingdom_tribute_price_cost_modifier, Categories: Country, , All, 
Tag: tribute_payment_received_modifier, Categories: Country, , All, 
Tag: excluded_from_paying_imperial_contribution, Categories: Country, , All, 
Tag: imperial_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: imperial_treasury_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: imperial_army_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: union_contribution_price_cost_modifier, Categories: Country, , All, 
Tag: tithe_price_cost_modifier, Categories: Country, , All, 
Tag: excluded_from_imperial_protection, Categories: Country, , All, 
Tag: ghibelline_imperial_protection, Categories: Country, , All, 
Tag: head_of_cabinet_promotion_cost_modifier, Categories: Country, , All, 
Tag: is_head_of_cabinet, Categories: Character, , All, 
Tag: can_convert_galleys_to_light, Categories: Country, , All, 
Tag: treasure_voyage_cargo_size_modifier, Categories: Country, , All, 
Tag: eunuch_power, Categories: Country, , All, 
Tag: global_pop_demand, Categories: Country, , All, 
Tag: local_pop_demand, Categories: Location, , All, 
Tag: global_fine_cloth_pop_demand, Categories: Country, , All, 
Tag: global_paper_pop_demand, Categories: Country, , All, 
Tag: global_books_pop_demand, Categories: Country, , All, 
Tag: global_livestock_pop_demand, Categories: Country, , All, 
Tag: global_silver_pop_demand, Categories: Country, , All, 
Tag: global_wine_pop_demand, Categories: Country, , All, 
Tag: global_liquor_pop_demand, Categories: Country, , All, 
Tag: global_beer_pop_demand, Categories: Country, , All, 
Tag: global_fur_pop_demand, Categories: Country, , All, 
Tag: global_beeswax_pop_demand, Categories: Country, , All, 
Tag: global_lumber_pop_demand, Categories: Country, , All, 
Tag: global_coal_pop_demand, Categories: Country, , All, 
Tag: global_pearls_pop_demand, Categories: Country, , All, 
Tag: global_amber_pop_demand, Categories: Country, , All, 
Tag: global_goods_gold_pop_demand, Categories: Country, , All, 
Tag: global_ivory_pop_demand, Categories: Country, , All, 
Tag: global_incense_pop_demand, Categories: Country, , All, 
Tag: global_gems_pop_demand, Categories: Country, , All, 
Tag: global_marble_pop_demand, Categories: Country, , All, 
Tag: global_horses_pop_demand, Categories: Country, , All, 
Tag: global_elephants_pop_demand, Categories: Country, , All, 
Tag: global_medicaments_pop_demand, Categories: Country, , All, 
Tag: global_masonry_pop_demand, Categories: Country, , All, 
Tag: global_mercury_pop_demand, Categories: Country, , All, 
Tag: global_tools_pop_demand, Categories: Country, , All, 
Tag: global_glass_pop_demand, Categories: Country, , All, 
Tag: global_pottery_pop_demand, Categories: Country, , All, 
Tag: global_furniture_pop_demand, Categories: Country, , All, 
Tag: global_porcelain_pop_demand, Categories: Country, , All, 
Tag: global_lacquerware_pop_demand, Categories: Country, , All, 
Tag: global_jewelry_pop_demand, Categories: Country, , All, 
Tag: global_cloth_pop_demand, Categories: Country, , All, 
Tag: global_weaponry_pop_demand, Categories: Country, , All, 
Tag: global_firearms_pop_demand, Categories: Country, , All, 
Tag: global_salt_pop_demand, Categories: Country, , All, 
Tag: global_sugar_pop_demand, Categories: Country, , All, 
Tag: global_tobacco_pop_demand, Categories: Country, , All, 
Tag: global_tea_pop_demand, Categories: Country, , All, 
Tag: global_cocoa_pop_demand, Categories: Country, , All, 
Tag: global_coffee_pop_demand, Categories: Country, , All, 
Tag: global_saffron_pop_demand, Categories: Country, , All, 
Tag: global_pepper_pop_demand, Categories: Country, , All, 
Tag: global_cloves_pop_demand, Categories: Country, , All, 
Tag: global_chili_pop_demand, Categories: Country, , All, 
Tag: global_potato_pop_demand, Categories: Country, , All, 
Tag: global_maize_pop_demand, Categories: Country, , All, 
Tag: global_millet_pop_demand, Categories: Country, , All, 
Tag: global_wild_game_pop_demand, Categories: Country, , All, 
Tag: global_fish_pop_demand, Categories: Country, , All, 
Tag: global_legumes_pop_demand, Categories: Country, , All, 
Tag: global_olives_pop_demand, Categories: Country, , All, 
Tag: global_wheat_pop_demand, Categories: Country, , All, 
Tag: global_fruit_pop_demand, Categories: Country, , All, 
Tag: global_rice_pop_demand, Categories: Country, , All, 
Tag: global_clay_pop_demand, Categories: Country, , All, 
Tag: global_sand_pop_demand, Categories: Country, , All, 
Tag: global_iron_pop_demand, Categories: Country, , All, 
Tag: global_copper_pop_demand, Categories: Country, , All, 
